@relation vectores
@attribute Feature0 numeric
@attribute Feature1 numeric
@attribute Feature2 numeric
@attribute Feature3 numeric
@attribute Feature4 numeric
@attribute Feature5 numeric
@attribute Feature6 numeric
@attribute Feature7 numeric
@attribute Feature8 numeric
@attribute Feature9 numeric
@attribute Feature10 numeric
@attribute Feature11 numeric
@attribute Feature12 numeric
@attribute Feature13 numeric
@attribute Feature14 numeric
@attribute Feature15 numeric
@attribute Feature16 numeric
@attribute Feature17 numeric
@attribute Feature18 numeric
@attribute Feature19 numeric
@attribute Feature20 numeric
@attribute Feature21 numeric
@attribute Feature22 numeric
@attribute Feature23 numeric
@attribute Feature24 numeric
@attribute Feature25 numeric
@attribute Feature26 numeric
@attribute Feature27 numeric
@attribute Feature28 numeric
@attribute Feature29 numeric
@attribute Feature30 numeric
@attribute Feature31 numeric
@attribute class {D1,D10,D100,D101,D102,D103,D104,D105,D106,D107,D108,D109,D11,D110,D111,D112,D12,D13,D15,D16,D17,D18,D19,D2,D20,D21,D22,D23,D24,D25,D26,D27,D28,D29,D3,D30,D31,D32,D33,D34,D35,D36,D37,D38,D39,D4,D40,D41,D42,D43,D44,D45,D46,D47,D48,D49,D5,D50,D51,D52,D53,D54,D55,D56,D57,D58,D59,D6,D60,D61,D62,D63,D64,D65,D66,D67,D68,D69,D7,D70,D71,D72,D73,D74,D75,D76,D77,D78,D79,D8,D80,D81,D82,D83,D84,D85,D86,D87,D88,D89,D9,D90,D91,D92,D93,D94,D95,D96,D97,D98,D99}
@data
0.30619,0.153893,0.0574183,0.0813068,0.0144313,0.0103169,0.0262221,0.142471,0.0650332,0.0210636,0.00810612,0.0120364,0.0373373,0.0177475,0.0322402,0.128101,0.207013,0.0950012,0.0154139,0.0327315,0.00816753,0.00755343,0.0152911,0.0816753,0.158868,0.0520757,0.00933432,0.0132646,0.14112,0.0649103,0.0954311,0.293785,D83
0.303304,0.157517,0.0565586,0.0872636,0.0123434,0.0111766,0.0273888,0.14155,0.063805,0.0207566,0.006141,0.0106239,0.0374601,0.0187915,0.0356792,0.127671,0.206276,0.0938344,0.0158438,0.0340211,0.00693933,0.00571113,0.014984,0.0836404,0.156104,0.0532424,0.00816753,0.0114837,0.146033,0.0663842,0.0956153,0.289241,D83
0.300418,0.150761,0.0494964,0.0856669,0.0131417,0.00994842,0.0288627,0.144068,0.0650946,0.0200197,0.00779907,0.0127119,0.0389339,0.0204495,0.0340211,0.132461,0.214075,0.0930361,0.0161508,0.0335298,0.00657087,0.00626382,0.0167035,0.0812454,0.158376,0.0549619,0.00951855,0.0158438,0.13326,0.0704986,0.0889831,0.29268,D83
0.320621,0.150639,0.0521371,0.0872636,0.0127733,0.0116679,0.0257922,0.14284,0.0677352,0.0197126,0.00577254,0.00970278,0.0396094,0.0203881,0.0294154,0.122881,0.206706,0.0974576,0.0151683,0.0319946,0.00786048,0.00583395,0.0130189,0.0900884,0.153893,0.054225,0.00890445,0.0128961,0.141734,0.0668141,0.0889831,0.291022,D83
0.29397,0.167649,0.0584623,0.0965979,0.0127119,0.0106853,0.0301523,0.137927,0.0613486,0.0179317,0.00773766,0.0101941,0.0369074,0.0179317,0.0367232,0.134672,0.198538,0.0925448,0.0168263,0.0312577,0.00528126,0.00718497,0.013633,0.0740604,0.148366,0.0509089,0.011238,0.0140015,0.144375,0.0725252,0.101326,0.291882,D83
0.307541,0.157639,0.0588308,0.0882461,0.0130189,0.0118521,0.0255465,0.139646,0.063805,0.0200811,0.0073692,0.0106853,0.0369074,0.0189143,0.0311349,0.122881,0.209347,0.0989315,0.0149226,0.0309506,0.00853599,0.00657087,0.0152911,0.0816753,0.156288,0.0505404,0.00939573,0.0130803,0.147998,0.0652174,0.0967207,0.285986,D83
0.237595,0.242631,0.0894743,0.21168,0.00964137,0.00700074,0.0218005,0.124724,0.0178703,0.00853599,0.00399165,0.00681651,0.0242569,0.00835176,0.0380742,0.0994842,0.137251,0.0795873,0.0127119,0.0316261,0.00589536,0.00411447,0.00546549,0.0375215,0.152481,0.0464874,0.0121592,0.0191599,0.223041,0.0684721,0.171395,0.246254,D84
0.244903,0.216532,0.088676,0.172869,0.0101326,0.00902727,0.0243183,0.13197,0.0191599,0.0092115,0.00515844,0.00816753,0.0203267,0.0111152,0.0387497,0.104765,0.167281,0.0814296,0.0132031,0.0308892,0.00755343,0.00417588,0.00657087,0.0464259,0.159727,0.0471014,0.0145542,0.0192827,0.203513,0.0685335,0.174466,0.245763,D84
0.246254,0.208855,0.0905183,0.206767,0.0119749,0.00773766,0.0223532,0.121715,0.0251167,0.00915009,0.00448293,0.00865881,0.0284328,0.0098256,0.0363547,0.092422,0.134733,0.0785434,0.0128961,0.0349423,0.00663228,0.00448293,0.006141,0.0481454,0.161815,0.0514616,0.0115451,0.0222918,0.224085,0.0657701,0.160894,0.250553,D84
0.242201,0.200258,0.0845615,0.176676,0.0111152,0.0092115,0.0236428,0.131479,0.0232744,0.00970278,0.00528126,0.00847458,0.0255465,0.0111152,0.0399779,0.102616,0.167772,0.0758413,0.0138172,0.0334684,0.00822894,0.00411447,0.00650946,0.0487595,0.170106,0.0478998,0.0140015,0.0187915,0.197249,0.0646647,0.176124,0.253071,D84
0.247175,0.242508,0.0956767,0.206645,0.0119135,0.00681651,0.0219234,0.110047,0.0211864,0.00915009,0.00393024,0.00650946,0.0230902,0.00988701,0.0373373,0.0989929,0.121162,0.0757185,0.0105625,0.0287399,0.00669369,0.00374601,0.00601818,0.0400393,0.151253,0.0524441,0.0116679,0.0219234,0.227524,0.0748588,0.163965,0.256448,D84
0.244657,0.227954,0.0927905,0.186502,0.0100098,0.00927291,0.0230287,0.124355,0.0219234,0.0092115,0.00423729,0.00773766,0.0264063,0.0111766,0.0377671,0.0991157,0.139216,0.076394,0.0129575,0.0318718,0.0067551,0.00454434,0.00607959,0.0458733,0.157025,0.0497421,0.0120364,0.0224761,0.218435,0.0687792,0.163351,0.253869,D84
0.247052,0.213768,0.0889831,0.18073,0.0109924,0.00896586,0.0217391,0.12675,0.0229673,0.00847458,0.006141,0.00724638,0.0244412,0.0114837,0.0404078,0.101941,0.155797,0.0772537,0.013633,0.0289241,0.00835176,0.00411447,0.00712356,0.0467944,0.158745,0.0486367,0.0133874,0.0223532,0.198907,0.0718497,0.176492,0.251105,D84
0.245026,0.208733,0.0854827,0.167588,0.0117293,0.00884304,0.0239499,0.135962,0.0284328,0.00792189,0.00405306,0.00786048,0.0233972,0.0098256,0.0372759,0.107345,0.153832,0.0824736,0.0133874,0.0345738,0.00571113,0.00442152,0.00577254,0.0399779,0.159543,0.0509703,0.0135716,0.0224761,0.213277,0.0698231,0.167158,0.255158,D84
0.243183,0.215303,0.0990543,0.19338,0.0118521,0.00822894,0.0222918,0.11932,0.0257922,0.00822894,0.00380742,0.00896586,0.0268362,0.0103783,0.037153,0.100282,0.131663,0.0716654,0.0119749,0.0324245,0.00779907,0.00534267,0.006141,0.044645,0.148489,0.0500491,0.013326,0.0249324,0.21082,0.0703758,0.179071,0.262773,D84
0.242078,0.251965,0.0929133,0.205416,0.0106853,0.00755343,0.0210022,0.121469,0.0180545,0.00773766,0.00423729,0.00718497,0.0229673,0.00933432,0.0369688,0.0938958,0.126566,0.0756571,0.0120978,0.0321174,0.00626382,0.00343896,0.00571113,0.0386269,0.147323,0.04704,0.0124662,0.0213093,0.228998,0.0735077,0.171948,0.249017,D84
0.286048,0.135839,0.0567428,0.131049,0.0101941,0.00872022,0.0183002,0.0905183,0.0977647,0.012589,0.0073692,0.011238,0.0233972,0.00939573,0.0593834,0.14155,0.219356,0.0704372,0.0138787,0.0457504,0.0127119,0.00976419,0.0184844,0.082228,0.163351,0.0288627,0.00976419,0.0181159,0.09451,0.0813068,0.114345,0.322587,D85
0.269037,0.129698,0.063068,0.142594,0.011238,0.00810612,0.0192213,0.0904569,0.0932817,0.0122206,0.00896586,0.0124048,0.0261606,0.00915009,0.0670597,0.132216,0.199644,0.0657087,0.0146156,0.0440309,0.0155981,0.0124048,0.0190371,0.0658315,0.157517,0.0294768,0.0116065,0.0205723,0.0916851,0.0894129,0.13197,0.341562,D85
0.255158,0.123803,0.0681037,0.155244,0.0123434,0.00663228,0.0170106,0.0817367,0.0929133,0.0121592,0.00908868,0.0117293,0.0280644,0.0102555,0.0691476,0.133751,0.209224,0.0700074,0.012282,0.041943,0.0134488,0.0085974,0.0195898,0.0792803,0.166237,0.0315647,0.0105625,0.0175633,0.102063,0.0751044,0.119749,0.341194,D85
0.267932,0.112564,0.0628838,0.15678,0.0109924,0.00650946,0.0179931,0.0771923,0.0959838,0.0120364,0.00847458,0.0117907,0.0314419,0.0085974,0.0639892,0.126627,0.193134,0.0607959,0.0120978,0.0449521,0.0147998,0.0117293,0.0221076,0.0763326,0.162122,0.029661,0.0114223,0.0209408,0.107467,0.0919921,0.121285,0.352923,D85
0.289425,0.125215,0.0556988,0.138848,0.00835176,0.00927291,0.0186686,0.0959838,0.0939573,0.0124048,0.00872022,0.0120978,0.0251167,0.00994842,0.0657087,0.141489,0.235937,0.07535,0.0135716,0.0484525,0.0139401,0.0120978,0.0200197,0.0834562,0.146033,0.0263449,0.00951855,0.016028,0.0826578,0.0781749,0.112073,0.32099,D85
0.290592,0.115021,0.0561901,0.139401,0.011238,0.006141,0.0208794,0.0927291,0.0892901,0.0133874,0.00779907,0.0130803,0.0249324,0.00841317,0.0667526,0.130926,0.242078,0.072955,0.0116065,0.0510317,0.0150454,0.0103783,0.0230902,0.0802014,0.142717,0.0280029,0.0108696,0.0164579,0.0903341,0.0865267,0.11367,0.323815,D85
0.280152,0.12239,0.0605502,0.13719,0.0110538,0.00755343,0.0184844,0.0852984,0.0922992,0.0135102,0.00945714,0.0144313,0.0281872,0.0102555,0.0674896,0.128285,0.214259,0.0741218,0.0156595,0.0484525,0.0155981,0.0119135,0.0226603,0.072341,0.143761,0.0327315,0.0134488,0.0198354,0.0864652,0.081184,0.123495,0.343036,D85
0.281381,0.129698,0.0598133,0.130251,0.00927291,0.0101941,0.0203267,0.0968435,0.0915623,0.0128961,0.00816753,0.0128961,0.0225989,0.00878163,0.067858,0.144129,0.220032,0.0690862,0.0126505,0.0506018,0.0138787,0.0104397,0.0205723,0.0774994,0.153402,0.0266519,0.00970278,0.014677,0.0848072,0.0809383,0.119258,0.334684,D85
0.24171,0.119381,0.067551,0.170474,0.00994842,0.00779907,0.0212479,0.0839474,0.0830263,0.0120364,0.00902727,0.0144928,0.026959,0.00988701,0.0708671,0.143577,0.19731,0.0655859,0.0124662,0.0414517,0.016028,0.00964137,0.0229673,0.0671211,0.149472,0.0294154,0.0108082,0.0203267,0.105072,0.0855441,0.131172,0.349239,D85
0.297347,0.14112,0.0604274,0.133444,0.00964137,0.00890445,0.0200197,0.0840088,0.0878777,0.0116065,0.00743061,0.0119135,0.0205723,0.00853599,0.0649103,0.137558,0.231209,0.0767011,0.014677,0.0508475,0.0134488,0.0108082,0.0191599,0.0786048,0.141857,0.02831,0.0100712,0.0168263,0.0871408,0.0814296,0.119258,0.319885,D85
0.237595,0.171641,0.0474085,0.151253,0.0198354,0.0154139,0.0318718,0.106362,0.0312577,0.0124048,0.0115451,0.0148612,0.0271432,0.0145542,0.0679808,0.136514,0.13676,0.0800172,0.0142471,0.0421887,0.014677,0.0125276,0.0130189,0.0407762,0.124846,0.0413903,0.0195898,0.0331614,0.126934,0.0564972,0.189573,0.361705,D86
0.264984,0.203513,0.0566814,0.1472,0.0177475,0.0185458,0.0292311,0.0950012,0.0309506,0.013326,0.0137558,0.0182388,0.0225989,0.0128961,0.0660771,0.137865,0.14548,0.0878163,0.0146156,0.0412675,0.0174404,0.0153525,0.0130189,0.0353107,0.107038,0.0428028,0.0222304,0.0294154,0.115881,0.0613486,0.189204,0.318718,D86
0.269037,0.191661,0.0550233,0.139646,0.0185458,0.0179317,0.0270818,0.097519,0.0355564,0.0142471,0.0115451,0.0176247,0.0270204,0.0144313,0.069209,0.142041,0.143577,0.0881847,0.0155367,0.0408376,0.0165807,0.0153525,0.0133874,0.0377671,0.112319,0.0426185,0.0186072,0.0327315,0.110599,0.0609187,0.183247,0.325166,D86
0.251105,0.201977,0.0507246,0.158192,0.0203881,0.0159666,0.0283714,0.100037,0.0291697,0.0116679,0.0110538,0.0161508,0.0247482,0.0122206,0.0692704,0.135409,0.137436,0.0909482,0.0135102,0.0388725,0.0162736,0.0126505,0.0127733,0.0362933,0.115512,0.045689,0.0171948,0.0314419,0.122083,0.0582167,0.19295,0.327254,D86
0.252518,0.171887,0.0531196,0.142717,0.0192213,0.0166421,0.0316261,0.0975804,0.0346352,0.0149226,0.0125276,0.0205723,0.0275117,0.0139401,0.0685335,0.139769,0.144989,0.0823508,0.0144928,0.0396094,0.0162122,0.014984,0.0131417,0.0405306,0.105195,0.0435397,0.019467,0.0332842,0.116249,0.0564358,0.186134,0.361213,D86
0.256202,0.192582,0.0521985,0.155429,0.0189143,0.0168263,0.0292311,0.100037,0.0331,0.0111766,0.0117907,0.0163965,0.024871,0.0126505,0.0694547,0.1324,0.149103,0.0843159,0.0136944,0.0391796,0.0167649,0.0145542,0.013633,0.0382584,0.116065,0.0444608,0.0176861,0.0331614,0.117907,0.0578482,0.186072,0.329587,D86
0.248833,0.196266,0.0529354,0.143331,0.019467,0.017379,0.0282486,0.103967,0.0295382,0.0128347,0.0132031,0.0162122,0.0241341,0.0137558,0.0685949,0.139831,0.151314,0.0863424,0.0149226,0.0362933,0.0159666,0.0144928,0.0138172,0.0348195,0.110845,0.0407148,0.0200811,0.0331,0.115328,0.0590764,0.192152,0.337755,D86
0.242017,0.190985,0.0473471,0.16157,0.0204495,0.016028,0.0287399,0.101756,0.0323016,0.0125276,0.0111766,0.0180545,0.025915,0.0141243,0.0655859,0.127733,0.134549,0.0776836,0.0153525,0.0414517,0.0167035,0.0140629,0.0167649,0.0369074,0.107836,0.0411447,0.0202653,0.0361705,0.125092,0.0572341,0.190617,0.357406,D86
0.257799,0.206153,0.05183,0.1655,0.0189757,0.0147998,0.0281258,0.100712,0.0289855,0.0128347,0.0104397,0.0172562,0.0219848,0.0132031,0.0708671,0.133812,0.14112,0.0833333,0.0135716,0.0407762,0.0164579,0.0138787,0.0127119,0.0365389,0.112442,0.0443994,0.0178089,0.0295996,0.123557,0.0597519,0.188037,0.318288,D86
0.246868,0.17422,0.047777,0.150086,0.0203267,0.0171334,0.0319946,0.102493,0.0338983,0.0130803,0.011238,0.0160894,0.0280644,0.0138787,0.0655859,0.135286,0.141427,0.0833947,0.0147998,0.0423729,0.0161508,0.0137558,0.0136944,0.0407762,0.117477,0.0410219,0.0191599,0.0341439,0.122636,0.0569885,0.185028,0.354704,D86
0.148612,0.111766,0.0323631,0.149656,0.0194056,0.00761484,0.0241955,0.223901,0.0490666,0.0108082,0.00730779,0.0144928,0.02831,0.00693933,0.0450749,0.217207,0.128163,0.0547163,0.00822894,0.0260378,0.00810612,0.00485139,0.00767625,0.0458118,0.194608,0.0270818,0.0153525,0.0282486,0.154815,0.0260992,0.173422,0.405613,D87
0.150086,0.099607,0.0332228,0.164333,0.0241341,0.00835176,0.0278187,0.201056,0.0474699,0.0104397,0.00712356,0.0160894,0.028617,0.00786048,0.0459347,0.193134,0.105072,0.0490052,0.00884304,0.0284942,0.00872022,0.0042987,0.00822894,0.0463031,0.180975,0.0264063,0.0135716,0.0323016,0.174527,0.0313191,0.160219,0.461987,D87
0.141182,0.110047,0.0287399,0.155183,0.0175633,0.0085974,0.0247482,0.205416,0.0440924,0.0126505,0.00743061,0.0174404,0.0278187,0.00773766,0.0533039,0.224331,0.121223,0.0540408,0.00951855,0.0231516,0.00908868,0.00601818,0.00890445,0.0436625,0.1803,0.0268976,0.0191599,0.0280029,0.162736,0.0305822,0.170965,0.425018,D87
0.163228,0.111398,0.0319332,0.140936,0.0227217,0.00988701,0.0267133,0.187792,0.0445222,0.0108696,0.00730779,0.0170106,0.0276345,0.0098256,0.0486367,0.21168,0.121039,0.0591378,0.00908868,0.0267133,0.0114223,0.00595677,0.0101941,0.042987,0.172316,0.0303979,0.0168877,0.0361705,0.170535,0.0342668,0.165254,0.421088,D87
0.1542,0.119381,0.0324245,0.140936,0.0205723,0.00810612,0.0254851,0.18466,0.0429256,0.0105011,0.00595677,0.0182388,0.0276345,0.00761484,0.0490052,0.204372,0.119442,0.0550233,0.00939573,0.0231516,0.00957996,0.00509703,0.00749202,0.0448293,0.161692,0.0233358,0.018423,0.0334684,0.16028,0.0354336,0.181221,0.465672,D87
0.159543,0.120978,0.0358634,0.157394,0.0202039,0.0098256,0.0278801,0.168325,0.0420658,0.0101326,0.00835176,0.0162122,0.0310734,0.00724638,0.0516458,0.181344,0.110968,0.0557603,0.0100098,0.0253623,0.0100712,0.00540408,0.00835176,0.0424957,0.157762,0.0267747,0.0180545,0.0326701,0.163658,0.0328543,0.182388,0.474883,D87
0.180607,0.111213,0.0331614,0.140322,0.0247482,0.0098256,0.0272046,0.17422,0.0512159,0.0125276,0.00878163,0.0176247,0.0321174,0.00970278,0.0520757,0.173115,0.108389,0.0505404,0.0101326,0.0236428,0.0104397,0.00534267,0.00945714,0.042987,0.152788,0.0250553,0.0161508,0.0273274,0.150761,0.0312577,0.17815,0.504667,D87
0.161201,0.0970892,0.0348809,0.154999,0.0231516,0.0085974,0.0281258,0.197494,0.049128,0.0134488,0.00755343,0.0179931,0.0327315,0.00804471,0.0459961,0.210452,0.122574,0.0580938,0.00933432,0.0289855,0.00957996,0.0055269,0.0102555,0.0478384,0.186072,0.0268362,0.0175018,0.0321174,0.16071,0.0295996,0.157701,0.411938,D87
0.150516,0.107713,0.0355564,0.172501,0.0200197,0.00884304,0.0257308,0.205048,0.0422501,0.00927291,0.00693933,0.0160894,0.0270204,0.00792189,0.0506632,0.195222,0.115021,0.0499263,0.00915009,0.0275117,0.00964137,0.006141,0.00706215,0.0423729,0.189634,0.0280029,0.0181774,0.0338983,0.17115,0.0316875,0.170167,0.414702,D87
0.152051,0.11367,0.0316261,0.143392,0.0177475,0.00810612,0.023213,0.197249,0.0437239,0.0111152,0.00755343,0.0167035,0.0276959,0.00718497,0.0461189,0.216654,0.132216,0.0559445,0.00872022,0.0253623,0.00878163,0.0049128,0.00878163,0.0434169,0.176554,0.0253009,0.0164579,0.0305822,0.159973,0.0308278,0.171764,0.442152,D87
0.142348,0.0962294,0.0496193,0.112872,0.0346352,0.0179317,0.0339597,0.0903341,0.0391796,0.0200197,0.0171948,0.0257922,0.0340825,0.0205723,0.0439695,0.123741,0.0770695,0.0381356,0.0170106,0.0383812,0.0193441,0.0143085,0.0205723,0.0658929,0.0760255,0.0345738,0.0266519,0.0662614,0.129022,0.0733235,0.184783,0.621715,D88
0.173729,0.0826578,0.045382,0.107836,0.0365389,0.0179317,0.0323016,0.12282,0.0472243,0.0201425,0.0137558,0.0268976,0.0327315,0.0190985,0.0380128,0.142533,0.0806313,0.0323631,0.017379,0.0431712,0.0161508,0.0128347,0.0183002,0.0738762,0.103537,0.0396708,0.0262221,0.0657087,0.101081,0.0649103,0.132953,0.61717,D88
0.152112,0.0806313,0.0385041,0.107467,0.0327315,0.0175018,0.0275117,0.103967,0.0454434,0.0195898,0.0157824,0.0281258,0.0300295,0.0176861,0.0399779,0.129759,0.09451,0.0404692,0.0204495,0.0437853,0.0219234,0.0139401,0.0224761,0.0689634,0.131847,0.0448907,0.0288627,0.0692704,0.117969,0.0681037,0.136944,0.594326,D88
0.154937,0.0803857,0.0416974,0.118153,0.025608,0.0150454,0.0250553,0.112687,0.0398551,0.0168877,0.0136944,0.0257922,0.0279415,0.0192213,0.0380128,0.130987,0.0809998,0.0361091,0.019774,0.0448293,0.0171948,0.0144928,0.0202653,0.0655859,0.12368,0.0477155,0.0325473,0.0778064,0.124355,0.0700074,0.155981,0.588246,D88
0.150332,0.0816139,0.0396094,0.0953083,0.0346966,0.0175018,0.0328543,0.12589,0.0466716,0.0182388,0.0163351,0.0279415,0.0375215,0.0214935,0.0417588,0.153771,0.07535,0.0397937,0.0186072,0.0386883,0.01873,0.0150454,0.0219848,0.0735077,0.10366,0.0389953,0.0259764,0.0695161,0.107897,0.0667526,0.13283,0.616679,D88
0.171272,0.0895972,0.0521985,0.125829,0.0316875,0.0189757,0.0321174,0.119934,0.0450135,0.0197126,0.0140629,0.0302137,0.0311963,0.0207566,0.0417588,0.139032,0.0711128,0.0406534,0.0173176,0.0434169,0.0168877,0.0162122,0.0205109,0.0714812,0.0875706,0.0426799,0.0231516,0.0693933,0.10974,0.0704986,0.14941,0.572157,D88
0.154385,0.0988086,0.0428642,0.0899656,0.0291083,0.0190371,0.0318104,0.105871,0.0373373,0.020818,0.0178089,0.0275731,0.0297838,0.0207566,0.0486981,0.162491,0.0673053,0.040899,0.0193441,0.0427413,0.0168877,0.0156595,0.021125,0.0716654,0.0751044,0.0372144,0.0261606,0.0714198,0.113547,0.0738762,0.160403,0.615082,D88
0.165807,0.0800786,0.0349423,0.0855441,0.0275117,0.0167649,0.0299067,0.119442,0.0430484,0.0195898,0.0161508,0.0281872,0.0282486,0.0202653,0.041636,0.175387,0.112442,0.0491894,0.0179317,0.0442152,0.017072,0.0150454,0.0204495,0.0759027,0.100221,0.0431712,0.025915,0.0708671,0.0943871,0.0652788,0.128531,0.592422,D88
0.14462,0.0967207,0.0385655,0.107345,0.0270204,0.0141243,0.028617,0.136023,0.0369074,0.0158438,0.0128347,0.0280029,0.0316261,0.0154139,0.0418202,0.166728,0.0872636,0.0373373,0.0144928,0.0387497,0.0152297,0.0122206,0.0170106,0.0646647,0.121162,0.03789,0.0257922,0.0572341,0.158868,0.0623311,0.163842,0.549251,D88
0.152174,0.10366,0.0510317,0.121592,0.0304593,0.0181159,0.0318718,0.0973348,0.0415746,0.0200811,0.0158438,0.0278187,0.0298452,0.0200197,0.0413903,0.130189,0.0916851,0.0431098,0.0184844,0.0434783,0.0183616,0.0157824,0.0209408,0.0687178,0.0864652,0.0396094,0.0246868,0.0706215,0.106116,0.072341,0.154262,0.597888,D88
0.178519,0.146094,0.0415746,0.135655,0.0231516,0.0175633,0.0291083,0.115758,0.0324859,0.0135102,0.0111766,0.0211864,0.024871,0.0163351,0.0484525,0.171395,0.104151,0.0655859,0.0168877,0.046733,0.0149226,0.012589,0.0163351,0.0563744,0.0957996,0.0425571,0.0233972,0.0589536,0.125215,0.059015,0.189695,0.450504,D89
0.17379,0.100344,0.0390567,0.113424,0.0291697,0.0162736,0.0271432,0.123066,0.0436625,0.01873,0.0119749,0.0255465,0.0315033,0.0163965,0.0440924,0.150209,0.105318,0.0553918,0.0170106,0.0436011,0.018423,0.0121592,0.0164579,0.0652788,0.130251,0.0431098,0.0253623,0.0621469,0.124785,0.0608573,0.162429,0.498588,D89
0.15985,0.133935,0.034758,0.125768,0.0233358,0.0163351,0.0267747,0.123741,0.0370916,0.0178703,0.0132031,0.0261606,0.0291083,0.0153525,0.0506018,0.17422,0.103476,0.0666298,0.0159052,0.0509089,0.0146156,0.0123434,0.0162736,0.0618398,0.115881,0.0475927,0.0232744,0.0609801,0.136637,0.0551462,0.16636,0.449582,D89
0.166421,0.110845,0.0407148,0.124232,0.0284328,0.0166421,0.0321788,0.12239,0.0434783,0.0176247,0.0162122,0.0237657,0.032056,0.0189143,0.0510317,0.144682,0.0932817,0.0559445,0.0159052,0.0468558,0.017072,0.0124662,0.0188529,0.0660157,0.105625,0.0450749,0.024564,0.0622697,0.13719,0.0645419,0.161877,0.488394,D89
0.143331,0.145419,0.0350651,0.138787,0.02352,0.016028,0.0249324,0.107283,0.0318104,0.0174404,0.0128347,0.0280029,0.0260992,0.0160894,0.0451363,0.145726,0.0850528,0.0585237,0.014677,0.0452592,0.0132031,0.0133874,0.0167649,0.0663842,0.0956153,0.0432326,0.0240727,0.0663228,0.143085,0.0652788,0.185827,0.511361,D89
0.153402,0.108573,0.039241,0.116003,0.0231516,0.0163351,0.029354,0.109248,0.0379514,0.0167649,0.0134488,0.0273888,0.0284942,0.0183616,0.0450749,0.14241,0.0988701,0.057664,0.0183002,0.0441538,0.0171334,0.0138787,0.0206952,0.0637436,0.103414,0.0478384,0.0256694,0.0673667,0.13369,0.0692704,0.169676,0.528986,D89
0.156534,0.099914,0.0388111,0.103353,0.0292926,0.0176247,0.0302751,0.101818,0.043294,0.0182388,0.0176861,0.0275731,0.0308892,0.0206338,0.0463645,0.146524,0.0980717,0.0565586,0.0189143,0.0442766,0.0198354,0.0151683,0.0215549,0.0703758,0.0951855,0.0458118,0.0254851,0.0703758,0.111705,0.0688406,0.167526,0.54704,D89
0.162982,0.121285,0.0378285,0.135041,0.0250553,0.0164579,0.0294154,0.134549,0.0393638,0.0169492,0.0132031,0.0238885,0.0289241,0.0167035,0.0518914,0.187239,0.117477,0.0609187,0.0147384,0.0437853,0.0159666,0.0109924,0.0163965,0.0614714,0.11803,0.0413289,0.0223532,0.0560059,0.11674,0.0578482,0.145296,0.465426,D89
0.123311,0.101941,0.0366618,0.147875,0.0247482,0.0147998,0.0283714,0.116986,0.0316875,0.0165807,0.0149226,0.0295382,0.0305208,0.0193441,0.0458118,0.147138,0.072648,0.051523,0.0158438,0.0492508,0.0169492,0.0148612,0.0210022,0.0708671,0.0942643,0.0486367,0.0263449,0.0737534,0.123741,0.0781135,0.161324,0.55619,D89
0.188099,0.153464,0.0442152,0.137374,0.024564,0.015721,0.0268362,0.103721,0.0349423,0.0153525,0.0130803,0.0234586,0.0265905,0.0163965,0.0428028,0.129452,0.102309,0.0711128,0.0181159,0.0508475,0.0164579,0.0138787,0.0166421,0.0560059,0.100037,0.0496193,0.0248096,0.0652788,0.132584,0.0646647,0.18423,0.442889,D89
0.220585,0.0762712,0.0571113,0.0684721,0.0439695,0.0291697,0.0364161,0.0768239,0.0588308,0.0287399,0.0244412,0.0383198,0.0367846,0.030705,0.0423729,0.12196,0.0765168,0.0362933,0.0254851,0.048084,0.0280644,0.0253623,0.0299681,0.0892287,0.0693933,0.0454434,0.0372759,0.0807541,0.0740604,0.0827192,0.115942,0.549988,D8
0.199521,0.0781135,0.0530582,0.0713584,0.0414517,0.0292311,0.034758,0.0739376,0.0522599,0.0295382,0.0243798,0.0388725,0.0323631,0.0306436,0.0442766,0.126382,0.067551,0.0370916,0.024871,0.0487595,0.0267747,0.0264063,0.0295996,0.0910096,0.0665684,0.0440309,0.0361091,0.087325,0.0770695,0.0829649,0.118767,0.580508,D8
0.242078,0.0898428,0.0505404,0.0767011,0.0425571,0.029354,0.0324245,0.0854213,0.057664,0.0295382,0.0205723,0.0362319,0.036846,0.025915,0.0380742,0.135839,0.0825964,0.0445836,0.0271432,0.0533653,0.0283714,0.0225375,0.0315647,0.0749202,0.0824736,0.0438467,0.0353107,0.0741218,0.0934046,0.0711742,0.1289,0.481638,D8
0.226848,0.0962294,0.0540408,0.0844387,0.0372144,0.0263449,0.0339597,0.0943257,0.0523213,0.0288627,0.0195898,0.0356178,0.0379514,0.0267133,0.0375215,0.13547,0.0776836,0.0393024,0.0253623,0.0547163,0.0249324,0.0234586,0.0255465,0.0780521,0.0813682,0.0461803,0.0315647,0.0782363,0.0960452,0.0747359,0.135532,0.485384,D8
0.249816,0.0845001,0.0620241,0.0684107,0.0486981,0.029354,0.0383812,0.0773766,0.0553918,0.0303365,0.0251781,0.0365389,0.0377671,0.0322402,0.0413289,0.11932,0.0722181,0.039548,0.0288627,0.0453206,0.027266,0.0246254,0.0327929,0.0873864,0.0583395,0.0436625,0.0346352,0.0795259,0.0685949,0.0816139,0.110906,0.533591,D8
